InvoiceDate,BillingAddress,BillingCity,Total,PurchaseType
2009-10-12 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,8.91,Target Purchase
2011-05-19 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,1.98,Baseline Purchase
2011-08-21 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,3.96,Low Purchase
2011-11-23 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,5.94,Low Purchase
2012-07-13 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,0.99,Baseline Purchase
2010-03-11 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,3.98,Low Purchase
2010-06-13 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,3.96,Low Purchase
2010-09-15 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,5.94,Low Purchase
2011-05-06 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,0.99,Baseline Purchase
2012-10-27 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,1.98,Baseline Purchase
2012-12-07 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,13.86,Target Purchase
2013-08-07 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,8.91,Target Purchase
2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,8.91,Target Purchase
2009-09-06 00:00:00,"Av. Paulista, 2022",São Paulo,1.98,Baseline Purchase
2009-10-17 00:00:00,"Av. Paulista, 2022",São Paulo,13.86,Target Purchase
2010-06-17 00:00:00,"Av. Paulista, 2022",São Paulo,8.91,Target Purchase
2010-11-14 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,1.98,Baseline Purchase
2011-02-16 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,3.96,Low Purchase
2011-05-21 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,5.94,Low Purchase
2012-01-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,0.99,Baseline Purchase
2012-01-22 00:00:00,"Av. Paulista, 2022",São Paulo,1.98,Baseline Purchase
2012-04-25 00:00:00,"Av. Paulista, 2022",São Paulo,3.96,Low Purchase
2012-07-28 00:00:00,"Av. Paulista, 2022",São Paulo,5.94,Low Purchase
2013-03-18 00:00:00,"Av. Paulista, 2022",São Paulo,0.99,Baseline Purchase
2013-07-02 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,1.98,Baseline Purchase
2013-08-12 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,13.86,Target Purchase
2009-07-24 00:00:00,796 Dundas Street West,Toronto,0.99,Baseline Purchase
2011-01-15 00:00:00,796 Dundas Street West,Toronto,1.98,Baseline Purchase
2011-02-25 00:00:00,796 Dundas Street West,Toronto,13.86,Target Purchase
2011-10-26 00:00:00,796 Dundas Street West,Toronto,8.91,Target Purchase
2013-06-01 00:00:00,796 Dundas Street West,Toronto,1.98,Baseline Purchase
2013-09-03 00:00:00,796 Dundas Street West,Toronto,3.96,Low Purchase
2013-12-06 00:00:00,796 Dundas Street West,Toronto,5.94,Low Purchase
2009-06-10 00:00:00,1033 N Park Ave,Tucson,8.91,Target Purchase
2011-01-15 00:00:00,1033 N Park Ave,Tucson,1.98,Baseline Purchase
2011-04-19 00:00:00,1033 N Park Ave,Tucson,3.96,Low Purchase
2011-07-22 00:00:00,1033 N Park Ave,Tucson,5.94,Low Purchase
2012-03-11 00:00:00,1033 N Park Ave,Tucson,0.99,Baseline Purchase
2013-09-02 00:00:00,1033 N Park Ave,Tucson,1.98,Baseline Purchase
2013-10-13 00:00:00,1033 N Park Ave,Tucson,13.86,Target Purchase
2009-06-05 00:00:00,700 W Pender Street,Vancouver,1.98,Baseline Purchase
2009-07-16 00:00:00,700 W Pender Street,Vancouver,13.86,Target Purchase
2010-03-16 00:00:00,700 W Pender Street,Vancouver,9.91,Target Purchase
2011-10-21 00:00:00,700 W Pender Street,Vancouver,1.98,Baseline Purchase
2012-01-23 00:00:00,700 W Pender Street,Vancouver,3.96,Low Purchase
2012-04-26 00:00:00,700 W Pender Street,Vancouver,5.94,Low Purchase
2012-12-15 00:00:00,700 W Pender Street,Vancouver,0.99,Baseline Purchase
2009-12-08 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,1.98,Baseline Purchase
2010-01-18 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,18.86,Top Performer
2010-09-18 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,8.91,Target Purchase
2012-04-24 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,1.98,Baseline Purchase
2012-07-27 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,3.96,Low Purchase
2012-10-29 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,5.94,Low Purchase
2013-06-19 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,0.99,Baseline Purchase
2009-10-07 00:00:00,Ordynacka 10,Warsaw,1.98,Baseline Purchase
2009-11-17 00:00:00,Ordynacka 10,Warsaw,13.86,Target Purchase
2010-07-18 00:00:00,Ordynacka 10,Warsaw,8.91,Target Purchase
2012-02-22 00:00:00,Ordynacka 10,Warsaw,1.98,Baseline Purchase
2012-05-26 00:00:00,Ordynacka 10,Warsaw,3.96,Low Purchase
2012-08-28 00:00:00,Ordynacka 10,Warsaw,5.94,Low Purchase
2013-04-18 00:00:00,Ordynacka 10,Warsaw,0.99,Baseline Purchase
2009-08-06 00:00:00,696 Osborne Street,Winnipeg,1.98,Baseline Purchase
2009-09-16 00:00:00,696 Osborne Street,Winnipeg,13.86,Target Purchase
2010-05-17 00:00:00,696 Osborne Street,Winnipeg,8.91,Target Purchase
2011-12-22 00:00:00,696 Osborne Street,Winnipeg,1.98,Baseline Purchase
2012-03-25 00:00:00,696 Osborne Street,Winnipeg,3.96,Low Purchase
2012-06-27 00:00:00,696 Osborne Street,Winnipeg,5.94,Low Purchase
2013-02-15 00:00:00,696 Osborne Street,Winnipeg,0.99,Baseline Purchase
2009-04-22 00:00:00,5112 48 Street,Yellowknife,0.99,Baseline Purchase
2010-10-14 00:00:00,5112 48 Street,Yellowknife,1.98,Baseline Purchase
2010-11-24 00:00:00,5112 48 Street,Yellowknife,13.86,Target Purchase
2011-07-25 00:00:00,5112 48 Street,Yellowknife,8.91,Target Purchase
2013-02-28 00:00:00,5112 48 Street,Yellowknife,1.98,Baseline Purchase
2013-06-02 00:00:00,5112 48 Street,Yellowknife,3.96,Low Purchase
2013-09-04 00:00:00,5112 48 Street,Yellowknife,5.94,Low Purchase
